ilan_ilce,ilan_fiyat,net_metrekare,oda_sayısı,bulunduğu_kat,ısıtma_tipi,krediye_uygunluk,banyo_sayısı,tipi,brüt_metrekare,binanın_yaşı,binanın_kat_sayısı,site_içerisinde
Ümraniye,3950520,110,2+2,Giriş,Doğalgaz,Krediye Uygun,2,Daire,120,5-10,15,Hayır
Ümraniye,3235500,90,2+1,1.Kat,Doğalgaz,Krediye Uygun,2,Daire,100,11-15,5,Hayır
Ümraniye,2364560,70,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,80,11-15,4,Hayır
Ümraniye,4579035,80,2+1,Giriş,Doğalgaz,Krediye Uygun,2,Daire,85,0,5,Hayır
Ümraniye,2426625,65,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun,1,Daire,75,11-15,5,Hayır
Ümraniye,2612320,70,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,80,5-10,7,Hayır
Ümraniye,4545030,105,2+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,115,21 Ve Üzeri,6,Evet
Ümraniye,7311570,150,5+1,10.Kat,Doğalgaz,Krediye Uygun,2,Daire,185,16-20,10,Evet
Ümraniye,7367400,166,4+2,Çatı Dubleks,Doğalgaz,Krediye Uygun,2,Daire,180,5-10,4,Hayır
Ümraniye,3591940,80,2+1,4.Kat,Doğalgaz,Krediye Uygun,1,Daire,110,5-10,5,Hayır
Ümraniye,3560325,48,1+1,4.Kat,Merkezi,Krediye Uygun,1,Daire,75,0,5,Hayır
Ümraniye,3040025,75,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,85,21 Ve Üzeri,3,Hayır
Ümraniye,3232260,40,1+1,Bahçe Katı,Doğalgaz,Krediye Uygun,1,Daire,60,2,6,Hayır
Ümraniye,5939310,45,1+1,16-20,Doğalgaz,Krediye Uygun,1,Daire,65,4,30,Hayır
Ümraniye,4579035,70,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun Değil,1,Daire,85,21 Ve Üzeri,5,Hayır
Ümraniye,2962890,85,2+1,-2,Doğalgaz,Krediye Uygun,1,Daire,90,11-15,10,Hayır
Ümraniye,3501615,50,1+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,65,5-10,5,Hayır
Ümraniye,4672690,95,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,110,21 Ve Üzeri,4,Hayır
Ümraniye,4361500,90,3+1,2.Kat,Doğalgaz,Krediye Uygun,2,Daire,125,0,15,Evet
Ümraniye,3235130,80,3+1,2.Kat,Doğalgaz,Krediye Uygun,2,Daire,95,0,4,Hayır
Ümraniye,5656464,115,3+1,1.Kat,Doğalgaz,Krediye Uygun,2,Daire,132,16-20,8,Evet
Ümraniye,5352620,115,3+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,130,21 Ve Üzeri,5,Evet
Ümraniye,2264850,60,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,70,11-15,4,Hayır
Ümraniye,2633680,70,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,80,16-20,4,Hayır
Ümraniye,6825104,110,3+1,6.Kat,Yerden Isıtma,Krediye Uygun,2,Daire,157,5-10,15,Evet
Ümraniye,6817300,140,3+1,5.Kat,Doğalgaz,Krediye Uygun,2,Daire,175,11-15,5,Hayır
Ümraniye,5928300,140,3+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,150,16-20,9,Evet
Ümraniye,11340000,160,4+1,1.Kat,Doğalgaz,Krediye Uygun,1,Villa,200,21 Ve Üzeri,3,Hayır
Ümraniye,7012080,150,5+1,5.Kat,Doğalgaz,Krediye Uygun,2,Daire,180,0,5,Hayır
Ümraniye,3817688,80,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,98,0,5,Hayır
Ümraniye,10964880,90,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun Değil,1,Daire,120,0,3,Hayır
Ümraniye,13706100,115,3+1,Çatı Dubleks,Doğalgaz,Krediye Uygun,2,Daire,150,0,3,Hayır
Ümraniye,7528730,65,2+1,16-20,Merkezi,Krediye Uygun,1,Daire,110,5-10,30,Evet
Ümraniye,13688600,140,3+1,7.Kat,Doğalgaz,Krediye Uygun,2,Daire,200,16-20,20,Evet
Ümraniye,2662080,45,1+1,4.Kat,Doğalgaz,Krediye Uygun,1,Daire,60,5-10,10,Hayır
Ümraniye,4272390,70,2+1,4.Kat,Yerden Isıtma,Krediye Uygun,1,Daire,90,1,30,Evet
Ümraniye,4666480,120,4+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,140,0,4,Hayır
Ümraniye,7095460,128,3+1,5.Kat,Merkezi,Krediye Uygun,2,Daire,170,3,8,Evet
Ümraniye,7401640,180,4+1,5.Kat,Doğalgaz,Krediye Uygun,2,Daire,190,11-15,5,Hayır
Ümraniye,3082960,75,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun,1,Daire,80,0,6,Hayır
Ümraniye,3275645,80,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,85,0,6,Hayır
Ümraniye,1941300,50,1+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,60,5-10,4,Hayır
Ümraniye,2689687,76,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,91,0,4,Hayır
Ümraniye,5999280,120,3+1,11-15,Doğalgaz,Krediye Uygun,1,Daire,140,4,15,Hayır
Ümraniye,2769480,70,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,90,21 Ve Üzeri,6,Evet
Ümraniye,5218720,115,3+1,6.Kat,Doğalgaz,Krediye Uygun,1,Daire,130,21 Ve Üzeri,8,Evet
Ümraniye,2512345,75,2+1,5.Kat,Doğalgaz,Krediye Uygun,1,Daire,85,4,5,Hayır
Ümraniye,3469870,75,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,85,5-10,4,Hayır
Ümraniye,4608940,120,3+1,2.Kat,Doğalgaz,Krediye Uygun,2,Daire,140,11-15,9,Hayır
Ümraniye,3252610,70,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,85,0,4,Hayır
Ümraniye,2938860,80,2+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,90,0,5,Hayır
Tuzla,3367320,110,1+1,4.Kat,Doğalgaz,Krediye Uygun,1,Daire,120,5-10,4,Hayır
Tuzla,3884667,69,2+1,6.Kat,Merkezi,Krediye Uygun Değil,1,Daire,111,0,10,Evet
Tuzla,8352500,115,3+1,1.Kat,Doğalgaz,Krediye Uygun Değil,5,Müstakil Ev,130,21 Ve Üzeri,5,Hayır
Tuzla,4754715,90,3+1,4.Kat,Yerden Isıtma,Krediye Uygun,2,Daire,105,0,10,Evet
Tuzla,1823965,55,1+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,65,11-15,5,Evet
Tuzla,3482280,165,4+2,4.Kat,Doğalgaz,Krediye Uygun,3,Daire,180,11-15,4,Hayır
Tuzla,1739782,54,1+1,4.Kat,Merkezi,Krediye Uygun,1,Daire,62,5-10,15,Evet
Tuzla,2872440,85,2+1,5.Kat,Doğalgaz,Krediye Uygun,1,Daire,90,4,5,Hayır
Tuzla,4053332,102,3+1,2.Kat,Doğalgaz,Krediye Uygun Değil,1,Daire,127,21 Ve Üzeri,5,Hayır
Tuzla,3625920,100,3+1,4.Kat,Doğalgaz,Krediye Uygun,2,Daire,120,0,6,Hayır
Tuzla,3811950,80,2+1,4.Kat,Doğalgaz,Krediye Uygun,1,Daire,90,5-10,5,Hayır
Tuzla,3227015,105,2+1,1.Kat,Yerden Isıtma,Krediye Uygun Değil,2,Daire,115,0,10,Hayır
Tuzla,2469368,75,2+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,88,1,5,Hayır
Tuzla,2806100,85,2+1,3.Kat,Doğalgaz,Krediye Uygun,2,Daire,100,11-15,4,Hayır
Tuzla,4870825,93,3+1,2.Kat,Merkezi,Krediye Uygun,1,Daire,115,4,6,Evet
Tuzla,5774505,145,3+2,7.Kat,Doğalgaz,Krediye Uygun,3,Daire,165,1,8,Evet
Tuzla,2449790,60,1+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,70,5-10,5,Evet
Tuzla,3211760,85,2+1,2.Kat,Doğalgaz,Krediye Uygun Değil,1,Daire,95,21 Ve Üzeri,6,Hayır
Tuzla,3384192,80,2+1,11-15,Merkezi,Krediye Uygun,2,Daire,112,0,20,Evet
Tuzla,2385185,75,2+1,4.Kat,Doğalgaz,Krediye Uygun,1,Daire,85,3,5,Hayır
Tuzla,4234637,105,3+1,2.Kat,Doğalgaz,Krediye Uygun,2,Daire,121,0,5,Hayır
Tuzla,2356848,58,1+1,6.Kat,Merkezi,Krediye Uygun,1,Daire,78,0,20,Hayır
Tuzla,2624775,65,2+1,-1,Doğalgaz,Krediye Uygun,1,Daire,75,3,4,Hayır
Tuzla,2469060,75,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,90,5-10,3,Hayır
Tuzla,4053332,102,3+1,2.Kat,Doğalgaz,Krediye Uygun Değil,1,Daire,127,21 Ve Üzeri,5,Hayır
Tuzla,3042720,80,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,90,0,4,Hayır
Tuzla,3017740,105,3+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,110,5-10,4,Hayır
Tuzla,11859400,225,4+2,6.Kat,Yerden Isıtma,Krediye Uygun,3,Daire,280,0,6,Hayır
Tuzla,2234120,50,1+1,1.Kat,Merkezi,Krediye Uygun,1,Daire,70,5-10,4,Hayır
Tuzla,5074565,120,3+1,2.Kat,Doğalgaz,Krediye Uygun,2,Daire,145,11-15,4,Hayır
Tuzla,4479616,104,3+1,1.Kat,Doğalgaz,Krediye Uygun,2,Daire,128,5-10,5,Hayır
Tuzla,23243685,325,4+2,1.Kat,Yerden Isıtma,Krediye Uygun,3,Villa,345,5-10,2,Evet
Tuzla,3887920,80,2+1,1.Kat,Merkezi,Krediye Uygun,1,Daire,115,5-10,20,Evet
Tuzla,3564080,100,3+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,130,5-10,4,Hayır
Tuzla,13315575,155,5+2,1.Kat,Doğalgaz,Krediye Uygun,2,Villa,175,21 Ve Üzeri,2,Hayır
Tuzla,3227015,105,3+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,115,1,9,Hayır
Tuzla,6113205,110,3+1,Bahçe Katı,Doğalgaz,Krediye Uygun,2,Daire,135,5-10,4,Evet
Tuzla,5717925,93,3+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,135,21 Ve Üzeri,5,Evet
Tuzla,2974745,70,2+1,1.Kat,Merkezi,Krediye Uygun,1,Daire,85,0,7,Evet
Tuzla,2385185,65,2+1,5.Kat,Merkezi,Krediye Uygun,1,Daire,85,4,5,Evet
Tuzla,4724595,125,3+1,5.Kat,Doğalgaz,Krediye Uygun,1,Daire,135,5-10,5,Evet
Tuzla,40367700,390,7+1,1.Kat,Yerden Isıtma,Krediye Uygun,4,Villa,450,11-15,3,Hayır
Tuzla,2385185,80,2+1,5.Kat,Doğalgaz,Krediye Uygun,1,Daire,85,1,5,Hayır
Tuzla,2743400,90,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,100,2,6,Hayır
Tuzla,4659050,85,2+1,3.Kat,Doğalgaz,Krediye Uygun,2,Daire,110,5-10,5,Evet
Tuzla,2749978,75,2+1,1.Kat,Merkezi,Krediye Uygun Değil,1,Daire,98,5-10,9,Hayır
Tuzla,3042720,80,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,90,0,4,Hayır
Tuzla,2028480,45,1+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,60,5-10,5,Hayır
Tuzla,3564080,110,3+1,4.Kat,Doğalgaz,Krediye Uygun,1,Daire,130,0,6,Evet
Tuzla,2467440,80,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,90,0,6,Evet
Tuzla,3152840,105,3+1,6.Kat,Doğalgaz,Krediye Uygun,1,Daire,115,0,6,Evet
Tuzla,3429250,110,3+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,125,0,3,Hayır
Tuzla,2606230,80,2+1,8.Kat,Merkezi,Krediye Uygun,1,Daire,95,1,10,Evet
Tuzla,3292080,110,3+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,120,5-10,4,Hayır
Tuzla,30551840,300,3+1,1.Kat,Yerden Isıtma,Krediye Uygun,2,Müstakil Ev,440,16-20,2,Evet
Tuzla,4910675,155,5+1,7.Kat,Doğalgaz,Krediye Uygun,1,Daire,175,2,8,Hayır
Tuzla,2719440,80,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,90,4,4,Hayır
Tuzla,21529440,150,4+1,1.Kat,Doğalgaz,Krediye Uygun,4,Villa,240,0,2,Hayır
Tuzla,2525490,85,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,90,4,4,Evet
Tuzla,4564080,125,3+1,1.Kat,Doğalgaz,Krediye Uygun Değil,1,Daire,135,21 Ve Üzeri,5,Hayır
Tuzla,2974745,70,2+1,1.Kat,Merkezi,Krediye Uygun,1,Daire,85,0,7,Evet
Tuzla,4023725,80,2+1,6.Kat,Doğalgaz,Krediye Uygun,1,Daire,95,0,8,Hayır
Tuzla,6339620,120,3+1,2.Kat,Doğalgaz,Krediye Uygun,2,Daire,140,21 Ve Üzeri,5,Hayır
Tuzla,3651264,100,3+1,3.Kat,Doğalgaz,Krediye Uygun,2,Daire,108,1,3,Hayır
Tuzla,3211760,80,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,95,1,3,Hayır
Tuzla,5294375,98,3+1,4.Kat,Doğalgaz,Krediye Uygun,1,Daire,125,0,6,Hayır
Tuzla,4226000,100,3+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,125,5-10,4,Evet
Tuzla,4584607,103,3+1,1.Kat,Doğalgaz,Krediye Uygun,2,Daire,131,0,5,Hayır
Tuzla,4149080,120,3+1,4.Kat,Doğalgaz,Krediye Uygun,1,Daire,130,4,5,Evet
Tuzla,4724595,113,3+1,4.Kat,Doğalgaz,Krediye Uygun,2,Daire,135,0,5,Hayır
Tuzla,4068845,115,3+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,145,21 Ve Üzeri,5,Hayır
Tuzla,2330360,75,2+1,5.Kat,Merkezi,Krediye Uygun,1,Daire,85,4,10,Hayır
Tuzla,4023725,70,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun,1,Daire,95,4,5,Evet
Tuzla,4724595,120,3+1,4.Kat,Merkezi,Krediye Uygun,2,Daire,135,5-10,5,Hayır
Tuzla,2604520,82,2+1,4.Kat,Doğalgaz,Krediye Uygun,1,Daire,95,3,10,Hayır
Tuzla,10867920,200,6+2,3.Kat,Doğalgaz,Krediye Uygun,3,Daire,240,21 Ve Üzeri,3,Hayır
Tuzla,2704640,65,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,80,0,10,Hayır
Tuzla,2799760,68,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,80,3,4,Hayır
Tuzla,6566035,110,3+1,4.Kat,Yerden Isıtma,Krediye Uygun,2,Daire,145,0,8,Hayır
Tuzla,3838240,125,3+1,2.Kat,Doğalgaz,Krediye Uygun Değil,2,Daire,140,21 Ve Üzeri,6,Hayır
Tuzla,3292080,110,3+1,6.Kat,Doğalgaz,Krediye Uygun,1,Daire,120,4,6,Evet
Tuzla,4890564,88,2+1,3.Kat,Doğalgaz,Krediye Uygun,2,Daire,108,0,6,Hayır
Tuzla,7222280,95,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun,2,Daire,130,5-10,4,Hayır
Tuzla,5240240,95,2+1,3.Kat,Merkezi,Krediye Uygun Değil,1,Daire,155,5-10,15,Hayır
Tuzla,2712860,75,2+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,85,0,5,Hayır
Tuzla,1837870,90,2+1,6.Kat,Doğalgaz,Krediye Uygun,1,Daire,95,5-10,6,Hayır
Tuzla,41164149,305,9+,1.Kat,Doğalgaz,Krediye Uygun,6+,Villa,541,0,4,Hayır
Tuzla,22217988,166,5+1,1.Kat,Doğalgaz,Krediye Uygun,4,Villa,292,0,4,Hayır
Tuzla,18565716,140,4+1,2.Kat,Doğalgaz,Krediye Uygun,4,Villa,244,0,4,Hayır
Tuzla,4630065,145,3+1,3.Kat,Doğalgaz,Krediye Uygun Değil,2,Daire,165,21 Ve Üzeri,4,Hayır
Adalar,4160325,70,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,75,21 Ve Üzeri,3,Hayır
Adalar,5779325,80,3+1,2.Kat,Klimalı,Krediye Uygun,1,Daire,95,21 Ve Üzeri,4,Hayır
Adalar,7640485,110,3+1,Giriş,Doğalgaz,Krediye Uygun,2,Daire,145,21 Ve Üzeri,1,Hayır
Adalar,10983258,152,4+1,4.Kat,Doğalgaz,Krediye Uygun,1,Daire,198,11-15,4,Hayır
Adalar,7599527,105,3+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,137,11-15,4,Hayır
Adalar,46816380,500,9+,1.Kat,Doğalgaz,Krediye Uygun,2,Villa,540,21 Ve Üzeri,4,Hayır
Adalar,7205880,100,4+1,Bahçe Katı,Klimalı,Krediye Uygun,1,Yazlık,120,21 Ve Üzeri,3,Hayır
Adalar,6004900,85,3+1,2.Kat,Klimalı,Krediye Uygun,1,Yazlık,100,21 Ve Üzeri,4,Hayır
Adalar,6656520,110,3+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,120,21 Ve Üzeri,3,Hayır
Adalar,35013550,480,9+,1.Kat,Klimalı,Krediye Uygun,5,Müstakil Ev,550,21 Ve Üzeri,3,Hayır
Adalar,10403640,110,3+1,1.Kat,Doğalgaz,Krediye Uygun,1,Müstakil Ev,120,21 Ve Üzeri,2,Hayır
Adalar,12758330,210,4+1,2.Kat,Merkezi,Krediye Uygun,2,Daire,230,21 Ve Üzeri,3,Hayır
Adalar,7300200,100,3+1,2.Kat,Klimalı,Krediye Uygun,1,Daire,120,21 Ve Üzeri,4,Hayır
Adalar,47683350,450,9+,1.Kat,Doğalgaz,Krediye Uygun,6+,Müstakil Ev,550,21 Ve Üzeri,3,Hayır
Adalar,8897112,136,2+1,1.Kat,Doğalgaz,Krediye Uygun,2,Müstakil Ev,168,16-20,2,Hayır
Adalar,16417290,260,6+2,1.Kat,Isıtma Yok,Krediye Uygun,2,Villa,310,21 Ve Üzeri,2,Hayır
Adalar,22188400,370,9+,Bahçe Katı,Sobalı,Krediye Uygun,5,Daire,400,21 Ve Üzeri,3,Hayır
Adalar,10886760,170,3+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,180,21 Ve Üzeri,3,Hayır
Arnavutköy,2538600,90,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,100,0,3,Hayır
Arnavutköy,2487828,85,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,98,5-10,5,Hayır
Arnavutköy,3065810,100,4+1,Çatı Dubleks,Doğalgaz,Krediye Uygun,2,Daire,110,0,3,Hayır
Arnavutköy,2502280,85,2+1,4.Kat,Doğalgaz,Krediye Uygun,1,Daire,94,5-10,10,Evet
Arnavutköy,2157810,80,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun Değil,1,Daire,85,4,4,Hayır
Arnavutköy,2538600,90,2+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,100,2,5,Evet
Arnavutköy,4190940,158,3+2,5.Kat,Doğalgaz,Krediye Uygun,2,Daire,180,0,5,Hayır
Arnavutköy,2647745,85,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,95,4,5,Hayır
Arnavutköy,3194400,105,2+1,3.Kat,Doğalgaz,Krediye Uygun,2,Daire,120,0,10,Evet
Arnavutköy,2165840,75,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,80,11-15,6,Hayır
Arnavutköy,4046120,120,2+1,3.Kat,Yerden Isıtma,Krediye Uygun,2,Daire,130,0,3,Hayır
Arnavutköy,4738070,110,3+2,2.Kat,Doğalgaz,Krediye Uygun,3,Daire,170,0,2,Hayır
Arnavutköy,2753300,107,3+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,110,11-15,4,Evet
Arnavutköy,2127550,80,2+1,4.Kat,Doğalgaz,Krediye Uygun,1,Daire,85,11-15,9,Evet
Arnavutköy,7301000,120,4+1,1.Kat,Doğalgaz,Krediye Uygun,2,Villa,140,1,2,Hayır
Arnavutköy,2284740,85,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun,1,Daire,90,5-10,5,Hayır
Arnavutköy,3813320,100,2+2,Çatı Dubleks,Doğalgaz,Krediye Uygun,1,Daire,140,5-10,4,Hayır
Arnavutköy,1493895,60,1+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,65,0,4,Hayır
Arnavutköy,2411670,90,2+1,Giriş,Doğalgaz,Krediye Uygun,2,Daire,95,4,4,Hayır
Arnavutköy,1608810,60,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,70,4,4,Hayır
Arnavutköy,2315230,80,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,85,5-10,3,Hayır
Arnavutköy,4160050,144,2+1,1.Kat,Doğalgaz,Krediye Uygun Değil,1,Bina,145,21 Ve Üzeri,2,Hayır
Arnavutköy,2413215,80,2+1,Bahçe Katı,Doğalgaz,Krediye Uygun,1,Daire,105,5-10,4,Hayır
Arnavutköy,2503000,85,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,100,5-10,4,Hayır
Arnavutköy,2030880,70,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,80,0,4,Hayır
Arnavutköy,3504200,100,3+1,4.Kat,Doğalgaz,Krediye Uygun,2,Daire,140,16-20,4,Hayır
Arnavutköy,4515480,180,3+2,Çatı Katı,Doğalgaz,Krediye Uygun,1,Daire,185,0,4,Hayır
Arnavutköy,3905280,140,3+2,3.Kat,Doğalgaz,Krediye Uygun,2,Daire,160,0,4,Hayır
Arnavutköy,4031224,147,4+2,Müstakil,Doğalgaz,Krediye Uygun Değil,1,Daire,148,21 Ve Üzeri,1,Hayır
Arnavutköy,13578900,120,2+1,1.Kat,Doğalgaz,Krediye Uygun Değil,1,Müstakil Ev,150,16-20,1,Hayır
Arnavutköy,2538600,95,2+1,3.Kat,Doğalgaz,Krediye Uygun Değil,1,Daire,100,16-20,5,Hayır
Arnavutköy,2707300,90,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,100,0,5,Hayır
Arnavutköy,2967030,125,3+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,135,0,5,Hayır
Arnavutköy,2440800,85,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,100,0,3,Hayır
Arnavutköy,4393440,150,3+2,Çatı Katı,Doğalgaz,Krediye Uygun,2,Daire,180,1,2,Hayır
Arnavutköy,2538600,94,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,100,5-10,4,Hayır
Arnavutköy,2197800,91,2+1,Giriş,Doğalgaz,Krediye Uygun Değil,1,Daire,100,16-20,3,Hayır
Arnavutköy,2298300,90,2+1,3.Kat,Doğalgaz,Krediye Uygun Değil,2,Daire,100,4,4,Hayır
Arnavutköy,2628150,90,2+1,1.Kat,Sobalı,Krediye Uygun Değil,1,Daire,105,5-10,6,Hayır
Arnavutköy,6674376,375,2+1,1.Kat,Sobalı,Krediye Uygun Değil,1,Prefabrik,376,5-10,1,Hayır
Arnavutköy,2588768,80,2+1,1.Kat,Sobalı,Krediye Uygun Değil,1,Müstakil Ev,104,21 Ve Üzeri,2,Hayır
Arnavutköy,2665530,90,2+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,105,0,4,Hayır
Arnavutköy,4823340,150,4+1,4.Kat,Doğalgaz,Krediye Uygun,2,Daire,190,0,4,Hayır
Arnavutköy,2538600,90,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,100,21 Ve Üzeri,3,Hayır
Arnavutköy,2068470,80,2+1,-1,Doğalgaz,Krediye Uygun,2,Daire,90,5-10,5,Hayır
Arnavutköy,3217620,130,3+2,5.Kat,Doğalgaz,Krediye Uygun,3,Daire,140,0,5,Hayır
Arnavutköy,2665530,85,2+1,1.Kat,Doğalgaz,Krediye Uygun,2,Daire,105,5-10,5,Hayır
Arnavutköy,3677280,150,4+2,4.Kat,Doğalgaz,Krediye Uygun,2,Daire,160,1,4,Hayır
Arnavutköy,2987790,120,1+1,Giriş,Isıtma Yok,Krediye Uygun,Yok,Daire,130,1,4,Hayır
Arnavutköy,2436570,85,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,90,16-20,4,Hayır
Arnavutköy,2068470,86,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,90,1,4,Hayır
Arnavutköy,2792460,87,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,110,5-10,5,Hayır
Arnavutköy,2068470,85,2+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,90,5-10,4,Hayır
Arnavutköy,2665530,100,2+1,1.Kat,Doğalgaz,Krediye Uygun,2,Daire,105,2,4,Hayır
Arnavutköy,2647745,85,2+1,3.Kat,Doğalgaz,Krediye Uygun,1,Daire,95,4,4,Hayır
Arnavutköy,3897075,160,4+2,3.Kat,Doğalgaz,Krediye Uygun,2,Daire,175,0,3,Hayır
Arnavutköy,2468340,95,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,105,5-10,4,Hayır
Arnavutköy,2284740,85,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,90,4,4,Hayır
Arnavutköy,4315620,160,4+2,5.Kat,Doğalgaz,Krediye Uygun,2,Daire,170,5-10,5,Hayır
Arnavutköy,2411670,90,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,95,1,5,Hayır
Arnavutköy,2411670,90,2+1,2.Kat,Doğalgaz,Krediye Uygun,2,Daire,95,2,5,Hayır
Arnavutköy,1758240,77,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,80,2,2,Hayır
Arnavutköy,3046320,110,3+1,3.Kat,Doğalgaz,Krediye Uygun Değil,2,Daire,120,2,4,Hayır
Arnavutköy,1758240,60,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,80,1,5,Hayır
Arnavutköy,2538600,85,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,100,3,5,Hayır
Arnavutköy,2350800,85,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,100,4,5,Hayır
Arnavutköy,2298300,85,2+1,1.Kat,Doğalgaz,Krediye Uygun,1,Daire,100,0,5,Hayır
Arnavutköy,2252700,70,2+1,1.Kat,Merkezi,Krediye Uygun,1,Daire,90,0,7,Evet
Arnavutköy,3319030,120,3+1,Giriş,Doğalgaz,Krediye Uygun,1,Daire,130,0,4,Hayır
Arnavutköy,4269760,150,4+2,Çatı Dubleks,Doğalgaz,Krediye Uygun,2,Daire,160,4,3,Hayır
Arnavutköy,2956780,85,2+1,1.Kat,Doğalgaz,Krediye Uygun Değil,1,Daire,95,0,3,Evet
Arnavutköy,2209460,75,2+1,6.Kat,Doğalgaz,Krediye Uygun,1,Daire,83,5-10,10,Evet
Arnavutköy,2792460,98,2+1,2.Kat,Doğalgaz,Krediye Uygun,1,Daire,110,5-10,4,Hayır
Arnavutköy,5220930,149,4+2,2.Kat,Doğalgaz,Krediye Uygun Değil,2,Daire,165,2,3,Hayır
Arnavutköy,3332535,140,3+2,4.Kat,Doğalgaz,Krediye Uygun,2,Daire,145,1,4,Hayır
